score,content
4,对比了很久，发货速度极快，包装完好，安装特别简单，免工具拆装。
2,哎，屏幕有坏点，强迫症看着太难受了，而且色彩发黄，调了半天也不准。
4,说实话，支持Type-C一线连，给笔记本充电很方便，安装特别简单，免工具拆装。
4,这屏幕支持Type-C一线连，给笔记本充电很方便，发货速度极快，包装完好。
2,说实话，色彩发黄，调了半天也不准，而且HDR效果很假，开了画面泛灰。
1,刚收到货，经常黑屏闪屏，不知道是线的问题还是接口问题，而且支架极其不稳，打字的时候屏幕都在晃。
5,这台显示器支持Type-C一线连，给笔记本充电很方便，色彩很艳丽，看剧爽。
5,哎，支持Type-C一线连，给笔记本充电很方便，发货速度极快，包装完好。
5,这屏幕发货速度极快，包装完好，用来办公敲代码很合适，字迹清晰。
3,这屏幕客服态度敷衍，退换货极其麻烦，而且品控太差了，边框缝隙大得能塞进A4纸。
3,刚收到货，看久了眼睛疼，护眼模式就是个摆设，而且漏光太严重了，晚上看电影四角泛白。
4,用了一周，支持Type-C一线连，给笔记本充电很方便，165hz打游戏很丝滑。
5,总体来说，支持Type-C一线连，给笔记本充电很方便，性价比无敌，这个价位要什么自行车。
5,这屏幕完美屏无坏点，运气不错，发货速度极快，包装完好。
4,对比了很久，性价比无敌，这个价位要什么自行车，用来办公敲代码很合适，字迹清晰。
5,这屏幕安装特别简单，免工具拆装，外观很大气，电竞感拉满。
5,对比了很久，支持Type-C一线连，给笔记本充电很方便，完美屏无坏点，运气不错。
2,用了一周，客服态度敷衍，退换货极其麻烦，而且支架极其不稳，打字的时候屏幕都在晃。
4,说实话，色彩很艳丽，看剧爽，完美屏无坏点，运气不错。
5,刚收到货，完美屏无坏点，运气不错，外观很大气，电竞感拉满。
3,哎，内置音箱听个响都嫌刺耳，而且品控太差了，边框缝隙大得能塞进A4纸。
5,总体来说，完美屏无坏点，运气不错，用来办公敲代码很合适，字迹清晰。
5,哎，性价比无敌，这个价位要什么自行车，安装特别简单，免工具拆装。
3,总体来说，色彩发黄，调了半天也不准，而且内置音箱听个响都嫌刺耳。
4,说实话，用来办公敲代码很合适，字迹清晰，发货速度极快，包装完好。
4,哎，165hz打游戏很丝滑，安装特别简单，免工具拆装。
2,用了一周，色彩发黄，调了半天也不准，而且色彩发黄，调了半天也不准。
4,这屏幕完美屏无坏点，运气不错，外观很大气，电竞感拉满。
2,总体来说，屏幕有坏点，强迫症看着太难受了，而且色彩发黄，调了半天也不准。
4,这屏幕完美屏无坏点，运气不错，完美屏无坏点，运气不错。
2,这屏幕客服态度敷衍，退换货极其麻烦，而且看久了眼睛疼，护眼模式就是个摆设。
4,用了一周，发货速度极快，包装完好，165hz打游戏很丝滑。
3,哎，品控太差了，边框缝隙大得能塞进A4纸，而且刷新率虚标，根本没觉得有144Hz。
4,用了一周，165hz打游戏很丝滑，外观很大气，电竞感拉满。
2,用了一周，底座太占桌面空间了，而且底座太占桌面空间了。
2,哎，可视角度太小，稍微偏一点就泛白，而且底座太占桌面空间了。
2,说实话，看久了眼睛疼，护眼模式就是个摆设，而且品控太差了，边框缝隙大得能塞进A4纸。
5,总体来说，色彩很艳丽，看剧爽，支持Type-C一线连，给笔记本充电很方便。
4,刚收到货，外观很大气，电竞感拉满，用来办公敲代码很合适，字迹清晰。
2,说实话，底座太占桌面空间了，而且品控太差了，边框缝隙大得能塞进A4纸。
5,哎，发货速度极快，包装完好，外观很大气，电竞感拉满。
5,哎，色彩很艳丽，看剧爽，支持Type-C一线连，给笔记本充电很方便。
2,对比了很久，屏幕有坏点，强迫症看着太难受了，而且屏幕有坏点，强迫症看着太难受了。
5,这台显示器165hz打游戏很丝滑，发货速度极快，包装完好。
3,刚收到货，支架极其不稳，打字的时候屏幕都在晃，而且品控太差了，边框缝隙大得能塞进A4纸。
5,说实话，发货速度极快，包装完好，外观很大气，电竞感拉满。
1,总体来说，支架极其不稳，打字的时候屏幕都在晃，而且品控太差了，边框缝隙大得能塞进A4纸。
5,这屏幕165hz打游戏很丝滑，165hz打游戏很丝滑。
3,对比了很久，刷新率虚标，根本没觉得有144Hz，而且看久了眼睛疼，护眼模式就是个摆设。
4,刚收到货，165hz打游戏很丝滑，165hz打游戏很丝滑。
4,说实话，用来办公敲代码很合适，字迹清晰，安装特别简单，免工具拆装。
4,哎，165hz打游戏很丝滑，外观很大气，电竞感拉满。
5,哎，支持Type-C一线连，给笔记本充电很方便，发货速度极快，包装完好。
2,哎，经常黑屏闪屏，不知道是线的问题还是接口问题，而且看久了眼睛疼，护眼模式就是个摆设。
5,刚收到货，性价比无敌，这个价位要什么自行车，用来办公敲代码很合适，字迹清晰。
4,说实话，支持Type-C一线连，给笔记本充电很方便，发货速度极快，包装完好。
4,对比了很久，发货速度极快，包装完好，165hz打游戏很丝滑。
2,用了一周，可视角度太小，稍微偏一点就泛白，而且支架极其不稳，打字的时候屏幕都在晃。
3,说实话，底座太占桌面空间了，而且可视角度太小，稍微偏一点就泛白。
4,总体来说，用来办公敲代码很合适，字迹清晰，165hz打游戏很丝滑。
1,这屏幕色彩发黄，调了半天也不准，而且内置音箱听个响都嫌刺耳。
5,用了一周，165hz打游戏很丝滑，支持Type-C一线连，给笔记本充电很方便。
2,说实话，经常黑屏闪屏，不知道是线的问题还是接口问题，而且经常黑屏闪屏，不知道是线的问题还是接口问题。
4,刚收到货，完美屏无坏点，运气不错，165hz打游戏很丝滑。
2,这屏幕刷新率虚标，根本没觉得有144Hz，而且漏光太严重了，晚上看电影四角泛白。
5,用了一周，外观很大气，电竞感拉满，性价比无敌，这个价位要什么自行车。
4,说实话，发货速度极快，包装完好，外观很大气，电竞感拉满。
4,这台显示器外观很大气，电竞感拉满，外观很大气，电竞感拉满。
1,用了一周，漏光太严重了，晚上看电影四角泛白，而且支架极其不稳，打字的时候屏幕都在晃。
4,这台显示器支持Type-C一线连，给笔记本充电很方便，165hz打游戏很丝滑。
4,这屏幕发货速度极快，包装完好，完美屏无坏点，运气不错。
5,用了一周，外观很大气，电竞感拉满，支持Type-C一线连，给笔记本充电很方便。
5,总体来说，色彩很艳丽，看剧爽，完美屏无坏点，运气不错。
4,对比了很久，支持Type-C一线连，给笔记本充电很方便，支持Type-C一线连，给笔记本充电很方便。
5,哎，用来办公敲代码很合适，字迹清晰，外观很大气，电竞感拉满。
3,刚收到货，漏光太严重了，晚上看电影四角泛白，而且看久了眼睛疼，护眼模式就是个摆设。
1,这屏幕刷新率虚标，根本没觉得有144Hz，而且客服态度敷衍，退换货极其麻烦。
4,刚收到货，用来办公敲代码很合适，字迹清晰，发货速度极快，包装完好。
3,对比了很久，看久了眼睛疼，护眼模式就是个摆设，而且品控太差了，边框缝隙大得能塞进A4纸。
4,刚收到货，用来办公敲代码很合适，字迹清晰，发货速度极快，包装完好。
3,哎，品控太差了，边框缝隙大得能塞进A4纸，而且屏幕有坏点，强迫症看着太难受了。
5,这台显示器支持Type-C一线连，给笔记本充电很方便，性价比无敌，这个价位要什么自行车。
5,哎，性价比无敌，这个价位要什么自行车，发货速度极快，包装完好。
2,哎，可视角度太小，稍微偏一点就泛白，而且HDR效果很假，开了画面泛灰。
4,刚收到货，支持Type-C一线连，给笔记本充电很方便，完美屏无坏点，运气不错。
2,对比了很久，品控太差了，边框缝隙大得能塞进A4纸，而且刷新率虚标，根本没觉得有144Hz。
4,刚收到货，发货速度极快，包装完好，性价比无敌，这个价位要什么自行车。
5,哎，完美屏无坏点，运气不错，发货速度极快，包装完好。
1,对比了很久，品控太差了，边框缝隙大得能塞进A4纸，而且客服态度敷衍，退换货极其麻烦。
4,用了一周，发货速度极快，包装完好，支持Type-C一线连，给笔记本充电很方便。
3,哎，屏幕有坏点，强迫症看着太难受了，而且HDR效果很假，开了画面泛灰。
2,这台显示器看久了眼睛疼，护眼模式就是个摆设，而且看久了眼睛疼，护眼模式就是个摆设。
4,总体来说，完美屏无坏点，运气不错，色彩很艳丽，看剧爽。
5,刚收到货，支持Type-C一线连，给笔记本充电很方便，完美屏无坏点，运气不错。
4,对比了很久，完美屏无坏点，运气不错，165hz打游戏很丝滑。
5,这台显示器完美屏无坏点，运气不错，完美屏无坏点，运气不错。
2,哎，内置音箱听个响都嫌刺耳，而且看久了眼睛疼，护眼模式就是个摆设。
4,说实话，外观很大气，电竞感拉满，安装特别简单，免工具拆装。
5,这台显示器完美屏无坏点，运气不错，165hz打游戏很丝滑。
5,这台显示器用来办公敲代码很合适，字迹清晰，完美屏无坏点，运气不错。
1,用了一周，底座太占桌面空间了，而且色彩发黄，调了半天也不准。
1,对比了很久，漏光太严重了，晚上看电影四角泛白，而且刷新率虚标，根本没觉得有144Hz。
4,对比了很久，外观很大气，电竞感拉满，支持Type-C一线连，给笔记本充电很方便。
4,对比了很久，外观很大气，电竞感拉满，性价比无敌，这个价位要什么自行车。
5,哎，安装特别简单，免工具拆装，支持Type-C一线连，给笔记本充电很方便。
5,说实话，用来办公敲代码很合适，字迹清晰，165hz打游戏很丝滑。
2,刚收到货，底座太占桌面空间了，而且HDR效果很假，开了画面泛灰。
4,用了一周，外观很大气，电竞感拉满，外观很大气，电竞感拉满。
5,总体来说，外观很大气，电竞感拉满，165hz打游戏很丝滑。
5,用了一周，安装特别简单，免工具拆装，外观很大气，电竞感拉满。
